Date,00:00-00:15,00:15-00:30,00:30-00:45,00:45-01:00,01:00-01:15,01:15-01:30,01:30-01:45,01:45-02:00,02:00-02:15,02:15-02:30,02:30-02:45,02:45-03:00,03:00-03:15,03:15-03:30,03:30-03:45,03:45-04:00,04:00-04:15,04:15-04:30,04:30-04:45,04:45-05:00,05:00-05:15,05:15-05:30,05:30-05:45,05:45-06:00,06:00-06:15,06:15-06:30,06:30-06:45,06:45-07:00,07:00-07:15,07:15-07:30,07:30-07:45,07:45-08:00,08:00-08:15,08:15-08:30,08:30-08:45,08:45-09:00,09:00-09:15,09:15-09:30,09:30-09:45,09:45-10:00,10:00-10:15,10:15-10:30,10:30-10:45,10:45-11:00,11:00-11:15,11:15-11:30,11:30-11:45,11:45-12:00,12:00-12:15,12:15-12:30,12:30-12:45,12:45-13:00,13:00-13:15,13:15-13:30,13:30-13:45,13:45-14:00,14:00-14:15,14:15-14:30,14:30-14:45,14:45-15:00,15:00-15:15,15:15-15:30,15:30-15:45,15:45-16:00,16:00-16:15,16:15-16:30,16:30-16:45,16:45-17:00,17:00-17:15,17:15-17:30,17:30-17:45,17:45-18:00,18:00-18:15,18:15-18:30,18:30-18:45,18:45-19:00,19:00-19:15,19:15-19:30,19:30-19:45,19:45-20:00,20:00-20:15,20:15-20:30,20:30-20:45,20:45-21:00,21:00-21:15,21:15-21:30,21:30-21:45,21:45-22:00,22:00-22:15,22:15-22:30,22:30-22:45,22:45-23:00,23:00-23:15,23:15-23:30,23:30-23:45,23:45-00:00,Baseload,Peakload
2025-10-01,102.6,92.24,86.03,85.39,89.99,86.03,85.03,84.09,85.41,85,84.54,84.54,87.39,87.36,88.56,89.99,86.31,89.06,86.42,88.83,84.26,90.76,97.55,108.74,91.07,111.42,127.34,146.74,160.95,181.48,180.23,170.54,200.25,143.35,117.5,95.25,139.48,105.01,93.66,82.85,103.22,93.06,81.21,66.9,83.5,72.08,65.32,61.8,68.21,65.22,65.45,65.22,65.6,67.72,69.44,70.84,64.49,70.25,74.63,81.14,65.3,74.63,88.02,98.94,62.16,86.05,98.62,111.86,80.75,110.12,141.56,192.17,146.95,200,285,381,408.5,376.39,321.94,253.14,218.03,155.25,126.82,108,130.68,121.4,102.98,97.08,108.84,101.51,95.36,88.33,94.57,91.55,91.11,85.36,116.03,125.33
2025-10-02,99.58,91.1,86.09,86.45,94.45,90.42,84.59,82.54,86.46,84.8,86.02,86.01,86.11,86.05,86.04,84.98,86.02,86.03,89.05,89.64,82.72,87.15,94.15,109.4,89.3,112.72,125.13,158.08,139.79,174.57,175.36,159.2,180.24,150.54,115.27,90.81,123.28,112.8,92.01,74.8,101.95,99.97,86.08,77.92,91.75,83.31,72.08,66,70.25,64.35,64.44,64.04,57.95,60.4,61.27,62.38,61.7,66.34,74.63,82.49,62.12,74.84,86.81,97.38,67.46,78.91,92.48,106.08,72.87,85,110.42,171.06,110.54,134.29,172.42,224.51,206.75,190.72,156.9,122.9,136.01,109.33,96.36,86,98.42,86.09,78.59,75.57,73.29,71.42,74.11,61.18,41.06,43.94,46,45,97.04,100.7
2025-10-03,29.04,22.07,19.7,19.19,17.31,16,13.57,10.72,15.65,12.99,15.8,15.38,24.51,22.25,19.07,18.16,18.29,12.34,6.84,10.53,13.31,17.8,13.22,10.4,23.04,24.4,34.26,38.75,76.9,83.03,83.71,68.35,122.75,105.44,97.26,74.55,108,78.75,40.25,31.72,89.99,40.4,24.59,24.56,46.91,42.89,40.51,31.7,19.71,19.71,19.71,19.71,18.31,14.24,14.68,18.78,10.53,23.71,24.52,21.62,25.19,13.75,10.53,10.53,9.97,10.09,16.05,16.89,14.98,15.18,19.7,10.78,43.11,34.03,37.38,24.4,26.33,24.39,24.38,24.4,38.7,38.79,38.77,45.34,24.56,30,31.52,16.21,9.92,9.95,10.09,9.95,4.4,4.3,4.4,2.59,29,34.12
2025-10-04,2.93,0.1,-0.05,-0.08,0,-0.01,-0.01,-0.02,-0.01,-0.01,-0.04,-0.11,-0.07,-0.09,-0.1,-0.13,-0.93,-0.97,-1.03,-1.58,-1.52,-2.02,-2.01,-2.01,-2.15,-2.02,-1.48,-2.01,-0.25,-0.81,-1,-1.04,-0.7,-0.09,-0.08,-0.33,0.02,0,0.14,0.12,0.37,0.26,0.32,0.01,0.21,0.01,0.1,0.1,0.01,0,0,-0.01,-0.24,-0.24,-0.33,-0.63,-0.13,-1.02,-2.02,-5.01,-1.59,-3.41,-2.01,-0.75,-0.04,-0.01,-0.01,-0.08,-0.09,0.18,0.21,1,1.26,1.06,2.2,2.37,3.05,3.39,4.3,3.94,2.17,2.09,2,1.66,0.28,0.56,0.53,0.15,0.48,0.35,0.41,0.76,-0.01,-0.01,-0.08,-0.33,-0.04,0.12
2025-10-05,-0.01,-0.07,-0.77,-0.63,-0.67,-1.32,-1.31,-0.91,-2.59,-2.82,-2.81,-2.82,-3.4,-3.65,-3.64,-3.67,-3.24,-3.39,-3.62,-4.37,-3.67,-3.66,-3.55,-3.55,-3.64,-3.58,-3.35,-2.72,-1.78,-1.53,-1.19,-0.57,-0.09,-0.01,0.02,0.01,0.21,0.11,-0.79,-1.39,-1.48,-2.9,-4.06,-4.88,-2.02,-2.02,-2.01,-2.02,-4.07,-3.05,-3.02,-3.58,-3.22,-3.4,-3.04,-3.36,-3.03,-2.95,-2.94,-2.58,-2.41,-2.15,-2.03,-3.02,-1.59,-1.02,-0.1,-0.04,-0.91,0.07,2.34,6.53,5.37,11,19.91,28.05,21.25,26.69,42.84,49.41,34,24.58,13.66,7.08,7.84,5.15,4.75,4.17,5.75,4.86,5.96,4.24,4.88,4.1,3.96,3.36,2.07,2.89
2025-10-06,30.98,24.53,15.77,12.1,13.85,10.57,9.11,6.69,7,8.7,10.58,10.13,10.53,10.52,11.03,10.85,11.02,18.12,17.86,20.2,7.81,9.9,22.8,49.9,18.39,66.39,72.41,76.87,89.97,99.67,102.92,115.44,82,98.32,93.2,108.67,76.09,85.75,89.83,95.11,85.01,84.81,84.04,78.6,84.77,76.44,79.04,79.76,68.46,77.9,82.1,85.97,81.67,88.05,83.88,82.4,80.21,85.72,93.81,91.16,89.47,91.97,95.68,101,86.45,97.87,110.69,123.2,94.02,113.03,121.93,152.58,109.94,118.49,147.9,190.94,169.03,175.5,169.12,160.21,156.93,131.1,125.87,120.81,128,123.93,115.65,113.23,135.26,114.58,115.2,109.62,112.33,105.04,103.67,100.96,81.42,102.12
2025-10-07,105.51,102.61,99.05,93.89,100,94.82,92.68,88.45,91.23,89.36,89.45,89.23,88.66,88.59,89.47,91.48,86.92,88.8,95.03,101.15,86.94,93.11,99.05,107.86,106.77,125.07,137.58,152.59,142.46,197.28,253,264.57,285.83,274.3,266.17,252.78,283.65,239.39,163.15,133.31,194.37,160.3,135.57,115.65,153.05,131.06,118.32,110.74,123.01,109.38,105.91,105.46,112.23,105.73,104.76,102.01,101.7,103.76,104.99,106.09,101.2,104.98,116.14,129.59,97.65,104.13,120,138.45,110.64,124.09,150.1,199.04,145.12,151.87,215.43,278.97,253.39,221.51,197.41,180.81,178.47,158.89,131.02,117,147.22,129.01,112.79,103.95,116.36,111.87,106.1,95.37,107.82,98.43,93.58,90.11,135.14,155.07
2025-10-08,101.74,91.4,91.47,89.2,91.85,89.07,87.33,85.5,89.21,88.14,86.99,85.9,86.97,86.91,86.98,87.04,85.66,87.74,91.18,94.11,86.98,93.28,99.91,109.41,93,110.58,121.37,136.01,128.63,149.57,166.72,169.76,203.62,175.34,151.24,135.38,174.2,140.92,119.67,105.91,142.74,121.74,107.37,101.93,123.01,104.46,97.58,88.25,94.88,91.03,88.78,88.6,90.79,90.1,88.47,86.98,85.24,87.57,89.76,98.29,86.82,88.69,96.08,108.78,86.29,94.47,118.6,139.9,99.06,120.02,151.36,208.35,135.55,147.6,204.53,247.56,235.93,204.62,180.46,175,170.48,149.96,128.09,118.25,128.45,117.36,107.85,102.54,114.61,113.93,106.49,97.93,106.06,99.79,95.48,90,116.67,127.16
2025-10-09,109.23,100.01,90.88,88.75,91.7,93.33,92.33,92.98,96.05,92.32,92.28,92.4,91.4,87.76,87.73,87.34,86.94,89.03,92.49,102.34,83.3,87.69,99.07,114.58,100.02,117.61,128.39,141.39,124.06,143.97,153.39,149.99,169.03,150.96,141.19,129.51,166.46,133.17,119.58,101.86,129.01,110.7,100.77,89.38,106.52,98.94,90.15,83.82,82.12,79.03,77.33,74.67,64.36,67.86,72.26,65.74,59.75,64.53,64.57,64.92,63.97,63.71,63.51,60.3,66.88,64.24,64.34,53.11,76.86,66.14,66.41,50.63,83.72,67.78,68.03,68.06,67.27,67.15,67.1,80.25,50.52,63,62.1,75.77,43.67,56.66,56.16,52.07,54.55,49.53,48.51,46.27,46.09,44.36,42.17,38.55,85.61,85.16
2025-10-10,93.37,44.48,42.24,39.99,48.64,47.05,45.99,41.84,52,49.27,49.27,45.59,50.04,44.68,43.79,41.57,44.67,42.01,41.08,40.75,44.39,45.23,50.18,38.75,78.37,64.61,63.9,68.4,77.21,90.29,92.69,95.39,97.52,97.18,92.68,92.62,77.14,74.64,74.13,73.68,63.69,66.1,65.69,63.41,56.82,60.03,59.42,58.4,55.21,54.39,53.71,53.32,55.51,52.47,52.57,51.19,49,48.85,51.67,51.79,51.77,51.8,51.98,43.05,70.62,60.14,61.53,44.99,82.93,67.35,67.03,86.59,93.16,93.19,93.21,93.21,93.26,93.26,93.26,93.23,93.2,73.43,67.31,66.99,67.1,66.82,66.56,65.97,65.66,65.1,64.65,63.87,63.43,61.8,60.53,60.43,63.74,68.51
